mach,aoa1,aoa2,f1,f2,f3,f4,vx,vy,vz,fx,fy,fz,tx,ty,tz
0.5,0.0031622776601683794,0.0,0.0,0.0,0.0,0.0,177.40284701983907,0.009791245800620359,0.0,-2.7836245372105193,0.17011529427363445,0.7965434890019213,-0.0026360833289567065,-9.851920295326543,2.1515259582829342
0.5,0.003981071705534973,0.0,0.0,0.0,0.0,0.0,177.40284686180092,0.012326448147863586,0.0,-2.783622461691308,0.16698912694397283,0.7965634484847444,-0.0025744251679908903,-9.852352415013282,2.1141310231683392
0.5,0.005011872336272725,0.0,0.0,0.0,0.0,0.0,177.4028466113274,0.015518078803205337,0.0,-2.7836180818392493,0.16303033722419133,0.7965581218619875,-0.002541212274927873,-9.852036804704227,2.0670045029091373
0.5,0.00630957344480193,0.0,0.0,0.0,0.0,0.0,177.40284621435353,0.01953610373300764,0.0,-2.783614829945997,0.15797565684218468,0.7972007058612192,-0.0024898824810600795,-9.850857194955589,2.0081645145808933
0.5,0.007943282347242814,0.0,0.0,0.0,0.0,0.0,177.4028455851924,0.024594497407855333,0.0,-2.7836075348666705,0.15168107199639255,0.7972389888737061,-0.0024237409887112316,-9.850966979865289,1.9332071891188658
0.5,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,177.4028445880392,0.03096263771904284,0.0,-2.783599626075184,0.14380336956509002,0.7972135522938466,-0.0023598499275160334,-9.8515192664768,1.8392072476501897
0.5,0.012589254117941675,0.0,0.0,0.0,0.0,0.0,177.40284300765785,0.03897965132493042,0.0,-2.7835898635684035,0.13388467880583624,0.7971592672411953,-0.002220483313614019,-9.851911463612847,1.7208343631886382
0.5,0.015848931924611134,0.0,0.0,0.0,0.0,0.0,177.40284050292226,0.049072473364881054,0.0,-2.783574389038401,0.1213653867099327,0.7970835338469558,-0.0020813791928859793,-9.851671373321999,1.5714795027868853
0.5,0.0199526231496888,0.0,0.0,0.0,0.0,0.0,177.4028365331839,0.06177858327783533,0.0,-2.78355687987913,0.10567172202790921,0.7969693969273285,-0.0018256265427135654,-9.852537744718,1.3838129799271661
0.5,0.025118864315095794,0.0,0.0,0.0,0.0,0.0,177.40283024157264,0.07777462747368048,0.0,-2.7835333721094613,0.08583040729124473,0.7971217437508381,-0.001676301644268574,-9.852859386746786,1.1477774367138727
0.5,0.03162277660168379,0.0,0.0,0.0,0.0,0.0,177.40282027004096,0.09791245308494,0.0,-2.7835005194854494,0.06085864422367221,0.7971842893291635,-0.0013329915686512983,-9.853107924833015,0.8507712720100498
0.5,0.039810717055349734,0.0,0.0,0.0,0.0,0.0,177.40280446622862,0.1232644716594242,0.0,-2.783456709106874,0.029351311896489107,0.7974751224760825,-0.0010312279672341773,-9.854994807271018,0.47663301220786913
0.5,0.05011872336272722,0.0,0.0,0.0,0.0,0.0,177.402779418875,0.15518076844015055,0.0,-2.783395113772528,-0.010040772974584595,0.7973349902410212,-0.000544501780310366,-9.856821921919758,0.004620126103287844
0.5,0.06309573444801933,0.0,0.0,0.0,0.0,0.0,177.40273972149723,0.19536099823909217,0.0,-2.783307900324338,-0.06033358206525996,0.7978708621836911,6.762553772138302e-5,-9.856842033874777,-0.5887263838355654
0.5,0.07943282347242814,0.0,0.0,0.0,0.0,0.0,177.40267680539944,0.2459448960817882,0.0,-2.783183131487843,-0.12339352737806175,0.7982186632732509,0.000786424536699748,-9.858724855412571,-1.336328433919908
0.5,0.1,0.0,0.0,0.0,0.0,0.0,177.40257709011962,0.30962622156643116,0.0,-2.7830044052470817,-0.20285599630921625,0.7986129061657621,0.0016810893669114702,-9.862073774830833,-2.2794222650734275
0.5,0.12589254117941673,0.0,0.0,0.0,0.0,0.0,177.40241905208973,0.3897962027386351,0.0,-2.7827397761206947,-0.3031733376098254,0.79902855578289,0.002858523884637698,-9.86437985274933,-3.467312284677673
0.5,0.15848931924611134,0.0,0.0,0.0,0.0,0.0,177.40216857878812,0.4907241140986625,0.0,-2.78235115425218,-0.43013189412649194,0.7997965923965307,0.004334995393128427,-9.868259049178706,-4.963604683493658
0.5,0.19952623149688797,0.0,0.0,0.0,0.0,0.0,177.40177160559898,0.61778459661357,0.0,-2.7817655817577074,-0.5904021103197783,0.8005236520099093,0.006188421435896263,-9.871610548759753,-6.850021919606188
0.5,0.251188643150958,0.0,0.0,0.0,0.0,0.0,177.40114244610047,0.7777438082646815,0.0,-2.7808860481762836,-0.793699602631639,0.8017052844014239,0.008515947747063102,-9.87707619795264,-9.227814985892199
0.5,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,177.40014529701781,0.9791196095933148,0.0,-2.779544175469239,-1.051602428578726,0.8030865560508588,0.011464959985842071,-9.882582002166387,-12.227583960233087
0.5,0.39810717055349726,0.0,0.0,0.0,0.0,0.0,177.39856492605182,1.232634897406267,0.0,-2.7774885346832296,-1.379829974235361,0.8047790986300664,0.015223824605581804,-9.887622832839606,-16.012255930440865
0.5,0.5011872336272722,0.0,0.0,0.0,0.0,0.0,177.39606021647907,1.5517880925737149,0.0,-2.7743131389570825,-1.793036453316643,0.8059121362856312,0.019937230839362385,-9.888044724129976,-20.775619391334082
0.5,0.6309573444801932,0.0,0.0,0.0,0.0,0.0,177.39209054347447,1.953570891643597,0.0,-2.7693832739835527,-2.3000670924992543,0.8048650813674669,0.02589659885452633,-9.875298467867264,-26.722514718736903
0.5,0.7943282347242815,0.0,0.0,0.0,0.0,0.0,177.38579909640572,2.459370964802263,0.0,-2.761718934973691,-2.898501814106934,0.8013373918268484,0.03307737529664401,-9.861678809376398,-34.079960634835224
0.5,1.0,0.0,0.0,0.0,0.0,0.0,177.37582797712682,3.0961065940371015,0.0,-2.749764461223267,-3.699878609261688,0.801901014933735,0.04247263009769853,-9.864755093208432,-43.51204496733625
0.5,1.2589254117941673,0.0,0.0,0.0,0.0,0.0,177.36002520074453,3.8976515242119594,0.0,-2.731037173186504,-4.712783817218842,0.8025037770583527,0.0543293826841591,-9.87017778033114,-55.42767841971043
0.5,1.5848931924611136,0.0,0.0,0.0,0.0,0.0,177.33498044927478,4.906621614538674,0.0,-2.70167265190607,-6.005558671554506,0.8044368173855483,0.06929624957271585,-9.88184468995166,-70.50310484239124
0.5,1.9952623149688795,0.0,0.0,0.0,0.0,0.0,177.29528960761743,6.176609876297918,0.0,-2.655528717986025,-7.6921032118210855,0.8091820043454303,0.08811798799690251,-9.90805501767794,-89.62318811325484
0.5,2.51188643150958,0.0,0.0,0.0,0.0,0.0,177.23238992741486,7.774971847517504,0.0,-2.582924894157416,-9.89972333878655,0.8171790663786552,0.11233349494328593,-9.957479332500727,-113.9555423880016
0.5,3.1622776601683795,0.0,0.0,0.0,0.0,0.0,177.13271588473935,9.786275589269305,0.0,-2.4686019399485732,-12.717823901315862,0.8248807290112198,0.1428799085946224,-9.99923920542556,-144.62644330580716
