liquidfuel,mass,lx11,lx12,lx13,lx21,lx22,lx23,lx31,lx32,lx33,ex,ey,ez
3991.730712890625,54441.4921875,1.84328575e6,-279.4382019042969,-1.0573714971542358,-279.4382019042969,22577.888671875,183.40444946289062,-1.0573714971542358,183.40444946289062,1.843289125e6,-0.0008004767251934553,-8.761491182245404,0.0006188311411844949
3988.234375,54402.64453125,1.84212475e6,-279.4091796875,-1.0536909103393555,-279.40924072265625,22561.515625,182.7191162109375,-1.0536909103393555,182.7192840576172,1.842127875e6,-0.000802142837447839,-8.761055149696032,0.0006176084478966143
3987.651611328125,54396.17578125,1.84193225e6,-278.62860107421875,-1.0530426502227783,-278.628662109375,22558.80078125,183.09896850585938,-1.0530128479003906,183.09884643554688,1.8419355e6,-0.0008014825374322854,-8.760982896236692,0.0006202194916823389
3984.73828125,54363.80078125,1.840964625e6,-279.2321472167969,-1.0500997304916382,-279.2321472167969,22545.208984375,182.75827026367188,-1.0500997304916382,182.75827026367188,1.8409675e6,-0.0008036657458578844,-8.760618672479485,0.0006194203212044613
3980.6591796875,54318.48046875,1.839610625e6,-279.7501220703125,-1.0464638471603394,-279.75006103515625,22526.037109375,182.4256134033203,-1.0464638471603394,182.42567443847656,1.83961375e6,-0.0008061377858119556,-8.760107416566687,0.0006188044904377049
3977.1630859375,54279.63671875,1.8384505e6,-278.9446105957031,-1.0449141263961792,-278.9447326660156,22509.828125,181.4376678466797,-1.044929027557373,181.43760681152344,1.83845375e6,-0.0008046475713836543,-8.759667907749265,0.0006152939763811316
3973.6669921875,54240.7890625,1.83728925e6,-279.86376953125,-1.0436028242111206,-279.86376953125,22493.533203125,182.2172393798828,-1.0436177253723145,182.21717834472656,1.8372925e6,-0.000808819606405109,-8.759228121064453,0.0006189886153350754
3970.1708984375,54201.94140625,1.836128125e6,-279.57171630859375,-1.0436177253723145,-279.57183837890625,22477.205078125,181.67430114746094,-1.0436475276947021,181.6743621826172,1.836131375e6,-0.0008080228658711164,-8.758786583461312,0.0006172912699062977
3966.674560546875,54163.09765625,1.834967125e6,-279.34234619140625,-1.0444074869155884,-279.34234619140625,22460.84375,181.4264678955078,-1.04441499710083,181.42640686035156,1.8349705e6,-0.0008078391877761604,-8.758343864128861,0.0006162813611785278
3963.178466796875,54124.25,1.83380625e6,-279.1094665527344,-1.0457708835601807,-279.1095886230469,22444.642578125,181.41537475585938,-1.045785903930664,181.41537475585938,1.833809375e6,-0.000806541838424657,-8.757901445741407,0.000617885191638537
3959.682373046875,54085.40234375,1.83264475e6,-279.4410095214844,-1.0467991828918457,-279.4410705566406,22428.2265625,181.90997314453125,-1.0468289852142334,181.90997314453125,1.832648125e6,-0.0008084304180746571,-8.75745691452604,0.0006188001230039014
3956.768798828125,54053.03125,1.8316775e6,-279.17218017578125,-1.0482966899871826,-279.17218017578125,22414.703125,182.20066833496094,-1.0482892990112305,182.20054626464844,1.831680625e6,-0.0008068891012209534,-8.757087077093573,0.0006210419911468756
3953.272705078125,54014.1875,1.830516e6,-279.1325988769531,-1.0494663715362549,-279.1326599121094,22398.380859375,182.1662139892578,-1.0494961738586426,182.1662139892578,1.830518875e6,-0.000806070520163793,-8.756642727947913,0.0006197166180811828
3949.776611328125,53975.33984375,1.82935475e6,-278.5305480957031,-1.0506510734558105,-278.5304870605469,22381.998046875,182.0471954345703,-1.050628662109375,182.04730224609375,1.82935775e6,-0.0008053214843757317,-8.756197553773646,0.0006202207527674572
3946.2802734375,53936.48828125,1.82819375e6,-278.3747253417969,-1.0515079498291016,-278.3747863769531,22365.763671875,181.95921325683594,-1.0515451431274414,181.9592742919922,1.82819675e6,-0.0008050439530160602,-8.755750974116442,0.0006192754816662996
3942.7841796875,53897.64453125,1.827032875e6,-278.8279113769531,-1.051865577697754,-278.8278503417969,22349.40625,182.693359375,-1.0518580675125122,182.6934814453125,1.827036125e6,-0.0008072381967627607,-8.755305993735067,0.0006230160584189681
3938.705078125,53852.32421875,1.8256775e6,-278.06866455078125,-1.0518431663513184,-278.0684814453125,22330.359375,182.08843994140625,-1.0518282651901245,182.08843994140625,1.825680625e6,-0.000805061875964519,-8.754784828970818,0.0006200568648411439
3935.208984375,53813.48046875,1.8245165e6,-278.2789001464844,-1.0513365268707275,-278.2789001464844,22314.15234375,182.6280975341797,-1.0513439178466797,182.62803649902344,1.824519875e6,-0.0008078497355032965,-8.754335244604334,0.0006220594861118603
3931.712890625,53774.6328125,1.823355375e6,-278.671875,-1.0507330894470215,-278.671875,22297.763671875,183.30783081054688,-1.0507478713989258,183.30758666992188,1.823358625e6,-0.0008087687967215373,-8.753887138887434,0.0006252435934197484
3928.216796875,53735.78515625,1.822194375e6,-277.9407043457031,-1.0505318641662598,-277.9404602050781,22281.556640625,182.1996612548828,-1.050516963005066,182.1996612548828,1.822197375e6,-0.0008071601816297402,-8.753440048025098,0.0006220281964699481
3924.720458984375,53696.94140625,1.82103325e6,-277.68402099609375,-1.0495855808258057,-277.68402099609375,22265.1328125,182.24560546875,-1.049600601196289,182.24549865722656,1.82103625e6,-0.000806530298233632,-8.752990582152519,0.000621516619896699
3921.224365234375,53658.09375,1.819872375e6,-277.45819091796875,-1.0487959384918213,-277.45819091796875,22248.896484375,182.14010620117188,-1.048825740814209,182.14004516601562,1.819875375e6,-0.0008063415365739957,-8.752541018651131,0.0006228375988833051
3917.728271484375,53619.24609375,1.818711e6,-278.1916809082031,-1.0484979152679443,-278.1914367675781,22232.505859375,182.56044006347656,-1.0485126972198486,182.56044006347656,1.818714e6,-0.0008118133408459016,-8.752090128942356,0.000623878911635796
